Country,Daylight,Rank,Score,GDP/capita,Health,Freedom,Corruption,Generosity,Year,Social support,Region code,Region,Country code,Gender,Suicide rate,Low suicide rate,High suicide rate,Value,Mean suicide rate,Median suicide rate,Std suicide rate
Algeria,3266.5,53,5.87200021743774,1.09186446666718,0.617584645748138,0.233335807919502,0.146096110343933,0.0694366469979286,2017,,AFR,Africa,DZA,Male,3.18,1.74,5.64,3.18 [1.74 – 5.64],10.26013351134849,7.48,11.194969511733015
Algeria,3266.5,53,5.87200021743774,1.09186446666718,0.617584645748138,0.233335807919502,0.146096110343933,0.0694366469979286,2017,,AFR,Africa,DZA,Both sexes,2.54,1.37,4.38,2.54 [1.37 – 4.38],10.26013351134849,7.48,11.194969511733015
Latvia,1754.0,54,5.84999990463257,1.26074862480164,0.638566970825195,0.325707912445068,0.0738427266478539,0.153074786067009,2017,,EUR,Europe,LVA,Female,5.51,3.76,7.71,5.51 [3.76 – 7.71],10.26013351134849,7.48,11.194969511733015
Latvia,1754.0,54,5.84999990463257,1.26074862480164,0.638566970825195,0.325707912445068,0.0738427266478539,0.153074786067009,2017,,EUR,Europe,LVA,Male,30.23,23.45,38.43,30.23 [23.45 – 38.43],10.26013351134849,7.48,11.194969511733015
Latvia,1754.0,54,5.84999990463257,1.26074862480164,0.638566970825195,0.325707912445068,0.0738427266478539,0.153074786067009,2017,,EUR,Europe,LVA,Both sexes,17.14,13.04,22.13,17.14 [13.04 – 22.13],10.26013351134849,7.48,11.194969511733015
South Korea,2196.65,55,5.83799982070923,1.40167844295502,0.900214076042175,0.257921665906906,0.0632826685905457,0.206674367189407,2017,,WPR,Western Pacific,KOR,Female,11.17,9.51,12.93,11.17 [9.51 – 12.93],10.26013351134849,7.48,11.194969511733015
South Korea,2196.65,55,5.83799982070923,1.40167844295502,0.900214076042175,0.257921665906906,0.0632826685905457,0.206674367189407,2017,,WPR,Western Pacific,KOR,Male,28.25,12.86,42.68,28.25 [12.86 – 42.68],10.26013351134849,7.48,11.194969511733015
South Korea,2196.65,55,5.83799982070923,1.40167844295502,0.900214076042175,0.257921665906906,0.0632826685905457,0.206674367189407,2017,,WPR,Western Pacific,KOR,Both sexes,19.31,11.08,27.38,19.31 [11.08 – 27.38],10.26013351134849,7.48,11.194969511733015
Romania,2115.0,57,5.82499980926514,1.21768391132355,0.685158312320709,0.457003742456436,0.00438790069893,0.133519917726517,2017,,EUR,Europe,ROU,Both sexes,7.83,6.55,9.25,7.83 [6.55 – 9.25],10.26013351134849,7.48,11.194969511733015
Romania,2115.0,57,5.82499980926514,1.21768391132355,0.685158312320709,0.457003742456436,0.00438790069893,0.133519917726517,2017,,EUR,Europe,ROU,Male,13.48,11.37,15.83,13.48 [11.37 – 15.83],10.26013351134849,7.48,11.194969511733015
Romania,2115.0,57,5.82499980926514,1.21768391132355,0.685158312320709,0.457003742456436,0.00438790069893,0.133519917726517,2017,,EUR,Europe,ROU,Female,2.47,1.98,3.03,2.47 [1.98 – 3.03],10.26013351134849,7.48,11.194969511733015
Bolivia,2288.9,58,5.82299995422363,0.833756566047668,0.473630249500275,0.558732926845551,0.0604777261614799,0.22556072473526,2017,,AMR,Americas,BOL,Female,4.51,2.34,7.91,4.51 [2.34 – 7.91],10.26013351134849,7.48,11.194969511733015
Bolivia,2288.9,58,5.82299995422363,0.833756566047668,0.473630249500275,0.558732926845551,0.0604777261614799,0.22556072473526,2017,,AMR,Americas,BOL,Male,9.98,5.39,15.91,9.98 [5.39 – 15.91],10.26013351134849,7.48,11.194969511733015
Bolivia,2288.9,58,5.82299995422363,0.833756566047668,0.473630249500275,0.558732926845551,0.0604777261614799,0.22556072473526,2017,,AMR,Americas,BOL,Both sexes,7.17,3.82,11.8,7.17 [3.82 – 11.8],10.26013351134849,7.48,11.194969511733015
Turkmenistan,,59,5.82200002670288,1.13077676296234,0.437726080417633,0.41827192902565,0.259270340204239,0.24992498755455,2017,,EUR,Europe,TKM,Male,9.64,7.11,12.75,9.64 [7.11 – 12.75],10.26013351134849,7.48,11.194969511733015
Turkmenistan,,59,5.82200002670288,1.13077676296234,0.437726080417633,0.41827192902565,0.259270340204239,0.24992498755455,2017,,EUR,Europe,TKM,Both sexes,6.23,4.56,8.29,6.23 [4.56 – 8.29],10.26013351134849,7.48,11.194969511733015
Turkmenistan,,59,5.82200002670288,1.13077676296234,0.437726080417633,0.41827192902565,0.259270340204239,0.24992498755455,2017,,EUR,Europe,TKM,Female,3.02,2.16,4.09,3.02 [2.16 – 4.09],10.26013351134849,7.48,11.194969511733015
Kazakhstan,2431.5,60,5.81899976730347,1.28455626964569,0.606041550636292,0.437454283237457,0.119282886385918,0.201964423060417,2017,,EUR,Europe,KAZ,Male,36.64,30.09,43.84,36.64 [30.09 – 43.84],10.26013351134849,7.48,11.194969511733015
Kazakhstan,2431.5,60,5.81899976730347,1.28455626964569,0.606041550636292,0.437454283237457,0.119282886385918,0.201964423060417,2017,,EUR,Europe,KAZ,Female,7.75,6.26,9.49,7.75 [6.26 – 9.49],10.26013351134849,7.48,11.194969511733015
Kazakhstan,2431.5,60,5.81899976730347,1.28455626964569,0.606041550636292,0.437454283237457,0.119282886385918,0.201964423060417,2017,,EUR,Europe,KAZ,Both sexes,21.19,17.36,25.44,21.19 [17.36 – 25.44],10.26013351134849,7.48,11.194969511733015
Slovenia,1974.0,62,5.75799989700317,1.3412059545517,0.790828227996826,0.572575807571411,0.0451289787888527,0.242649093270302,2017,,EUR,Europe,SVN,Female,5.31,3.87,7.02,5.31 [3.87 – 7.02],10.26013351134849,7.48,11.194969511733015
Slovenia,1974.0,62,5.75799989700317,1.3412059545517,0.790828227996826,0.572575807571411,0.0451289787888527,0.242649093270302,2017,,EUR,Europe,SVN,Both sexes,14.29,10.98,18.19,14.29 [10.98 – 18.19],10.26013351134849,7.48,11.194969511733015
Slovenia,1974.0,62,5.75799989700317,1.3412059545517,0.790828227996826,0.572575807571411,0.0451289787888527,0.242649093270302,2017,,EUR,Europe,SVN,Male,23.74,18.45,30.0,23.74 [18.45 – 30],10.26013351134849,7.48,11.194969511733015
Peru,2281.65,63,5.71500015258789,1.03522527217865,0.630166113376617,0.450002878904343,0.0470490865409374,0.126819714903831,2017,,AMR,Americas,PER,Male,4.11,2.42,6.2,4.11 [2.42 – 6.2],10.26013351134849,7.48,11.194969511733015
Peru,2281.65,63,5.71500015258789,1.03522527217865,0.630166113376617,0.450002878904343,0.0470490865409374,0.126819714903831,2017,,AMR,Americas,PER,Female,1.42,0.84,2.21,1.42 [0.84 – 2.21],10.26013351134849,7.48,11.194969511733015
Peru,2281.65,63,5.71500015258789,1.03522527217865,0.630166113376617,0.450002878904343,0.0470490865409374,0.126819714903831,2017,,AMR,Americas,PER,Both sexes,2.74,1.62,4.18,2.74 [1.62 – 4.18],10.26013351134849,7.48,11.194969511733015
Mauritius,,64,5.62900018692017,1.18939554691315,0.638007462024689,0.491247326135635,0.0421815551817417,0.360933750867844,2017,,AFR,Africa,MUS,Female,4.3,3.24,5.57,4.3 [3.24 – 5.57],10.26013351134849,7.48,11.194969511733015
Mauritius,,64,5.62900018692017,1.18939554691315,0.638007462024689,0.491247326135635,0.0421815551817417,0.360933750867844,2017,,AFR,Africa,MUS,Both sexes,9.59,7.49,12.01,9.59 [7.49 – 12.01],10.26013351134849,7.48,11.194969511733015
Mauritius,,64,5.62900018692017,1.18939554691315,0.638007462024689,0.491247326135635,0.0421815551817417,0.360933750867844,2017,,AFR,Africa,MUS,Male,14.95,11.77,18.53,14.95 [11.77 – 18.53],10.26013351134849,7.48,11.194969511733015
Cyprus,3314.1,65,5.62099981307983,1.35593807697296,0.84471470117569,0.355111539363861,0.0412379764020443,0.271254301071167,2017,,EUR,Europe,CYP,Male,5.68,3.46,7.84,5.68 [3.46 – 7.84],10.26013351134849,7.48,11.194969511733015
Cyprus,3314.1,65,5.62099981307983,1.35593807697296,0.84471470117569,0.355111539363861,0.0412379764020443,0.271254301071167,2017,,EUR,Europe,CYP,Both sexes,3.28,2.05,4.51,3.28 [2.05 – 4.51],10.26013351134849,7.48,11.194969511733015
Cyprus,3314.1,65,5.62099981307983,1.35593807697296,0.84471470117569,0.355111539363861,0.0412379764020443,0.271254301071167,2017,,EUR,Europe,CYP,Female,0.91,0.65,1.23,0.91 [0.65 – 1.23],10.26013351134849,7.48,11.194969511733015
Estonia,1994.5,66,5.61100006103516,1.32087934017181,0.695168316364288,0.479131430387497,0.183248922228813,0.0988908112049103,2017,,EUR,Europe,EST,Female,6.28,4.46,8.53,6.28 [4.46 – 8.53],10.26013351134849,7.48,11.194969511733015
Estonia,1994.5,66,5.61100006103516,1.32087934017181,0.695168316364288,0.479131430387497,0.183248922228813,0.0988908112049103,2017,,EUR,Europe,EST,Male,25.01,18.99,32.09,25.01 [18.99 – 32.09],10.26013351134849,7.48,11.194969511733015
Estonia,1994.5,66,5.61100006103516,1.32087934017181,0.695168316364288,0.479131430387497,0.183248922228813,0.0988908112049103,2017,,EUR,Europe,EST,Both sexes,15.17,11.36,19.7,15.17 [11.36 – 19.7],10.26013351134849,7.48,11.194969511733015
Belarus,1807.0,67,5.56899976730347,1.15655755996704,0.637714266777039,0.295400261878967,0.156313821673393,0.15513750910759,2017,,EUR,Europe,BLR,Female,5.72,4.17,7.65,5.72 [4.17 – 7.65],10.26013351134849,7.48,11.194969511733015
Belarus,1807.0,67,5.56899976730347,1.15655755996704,0.637714266777039,0.295400261878967,0.156313821673393,0.15513750910759,2017,,EUR,Europe,BLR,Male,33.81,25.5,44.57,33.81 [25.5 – 44.57],10.26013351134849,7.48,11.194969511733015
Belarus,1807.0,67,5.56899976730347,1.15655755996704,0.637714266777039,0.295400261878967,0.156313821673393,0.15513750910759,2017,,EUR,Europe,BLR,Both sexes,18.46,13.84,24.39,18.46 [13.84 – 24.39],10.26013351134849,7.48,11.194969511733015
Libya,3178.1,68,5.52500009536743,1.10180306434631,0.520169019699097,0.465733230113983,0.0926102101802826,0.152073666453362,2017,,EMR,Eastern Mediterranean,LBY,Both sexes,5.48,3.11,9.04,5.48 [3.11 – 9.04],10.26013351134849,7.48,11.194969511733015
Libya,3178.1,68,5.52500009536743,1.10180306434631,0.520169019699097,0.465733230113983,0.0926102101802826,0.152073666453362,2017,,EMR,Eastern Mediterranean,LBY,Male,7.73,4.46,12.74,7.73 [4.46 – 12.74],10.26013351134849,7.48,11.194969511733015
Libya,3178.1,68,5.52500009536743,1.10180306434631,0.520169019699097,0.465733230113983,0.0926102101802826,0.152073666453362,2017,,EMR,Eastern Mediterranean,LBY,Female,3.22,1.75,5.33,3.22 [1.75 – 5.33],10.26013351134849,7.48,11.194969511733015
Turkey,2333.8,69,5.5,1.19827437400818,0.637605607509613,0.300740599632263,0.0996715798974037,0.0466930419206619,2017,,EUR,Europe,TUR,Male,3.39,2.42,4.9,3.39 [2.42 – 4.9],10.26013351134849,7.48,11.194969511733015
Turkey,2333.8,69,5.5,1.19827437400818,0.637605607509613,0.300740599632263,0.0996715798974037,0.0466930419206619,2017,,EUR,Europe,TUR,Female,1.23,0.86,1.7,1.23 [0.86 – 1.7],10.26013351134849,7.48,11.194969511733015
Turkey,2333.8,69,5.5,1.19827437400818,0.637605607509613,0.300740599632263,0.0996715798974037,0.0466930419206619,2017,,EUR,Europe,TUR,Both sexes,2.26,1.6,3.22,2.26 [1.6 – 3.22],10.26013351134849,7.48,11.194969511733015
Paraguay,2803.0,70,5.49300003051758,0.932537317276001,0.579250693321228,0.473507791757584,0.091065913438797,0.224150657653809,2017,,AMR,Americas,PRY,Female,3.37,2.25,4.8,3.37 [2.25 – 4.8],10.26013351134849,7.48,11.194969511733015
Paraguay,2803.0,70,5.49300003051758,0.932537317276001,0.579250693321228,0.473507791757584,0.091065913438797,0.224150657653809,2017,,AMR,Americas,PRY,Male,8.85,4.94,12.35,8.85 [4.94 – 12.35],10.26013351134849,7.48,11.194969511733015
Paraguay,2803.0,70,5.49300003051758,0.932537317276001,0.579250693321228,0.473507791757584,0.091065913438797,0.224150657653809,2017,,AMR,Americas,PRY,Both sexes,6.13,3.6,8.61,6.13 [3.6 – 8.61],10.26013351134849,7.48,11.194969511733015
Philippines,2103.1,72,5.42999982833862,0.85769921541214,0.468009054660797,0.585214674472809,0.0993318930268288,0.193513423204422,2017,,WPR,Western Pacific,PHL,Male,4.08,2.98,9.4,4.08 [2.98 – 9.4],10.26013351134849,7.48,11.194969511733015
Philippines,2103.1,72,5.42999982833862,0.85769921541214,0.468009054660797,0.585214674472809,0.0993318930268288,0.193513423204422,2017,,WPR,Western Pacific,PHL,Female,1.29,1.02,9.44,1.29 [1.02 – 9.44],10.26013351134849,7.48,11.194969511733015
Philippines,2103.1,72,5.42999982833862,0.85769921541214,0.468009054660797,0.585214674472809,0.0993318930268288,0.193513423204422,2017,,WPR,Western Pacific,PHL,Both sexes,2.63,1.95,9.27,2.63 [1.95 – 9.27],10.26013351134849,7.48,11.194969511733015
Serbia,2055.0,73,5.39499998092651,1.06931757926941,0.65078467130661,0.208715528249741,0.0409037806093693,0.220125883817673,2017,,EUR,Europe,SRB,Female,0.37,0.28,0.48,0.37 [0.28 – 0.48],10.26013351134849,7.48,11.194969511733015
Serbia,2055.0,73,5.39499998092651,1.06931757926941,0.65078467130661,0.208715528249741,0.0409037806093693,0.220125883817673,2017,,EUR,Europe,SRB,Both sexes,0.33,0.24,0.42,0.33 [0.24 – 0.42],10.26013351134849,7.48,11.194969511733015
Serbia,2055.0,73,5.39499998092651,1.06931757926941,0.65078467130661,0.208715528249741,0.0409037806093693,0.220125883817673,2017,,EUR,Europe,SRB,Male,0.26,0.19,0.33,0.26 [0.19 – 0.33],10.26013351134849,7.48,11.194969511733015
Jordan,,74,5.33599996566772,0.991012394428253,0.604590058326721,0.418421149253845,0.11980327218771,0.172170460224152,2017,,EMR,Eastern Mediterranean,JOR,Female,0.9,0.6,1.29,0.9 [0.6 – 1.29],10.26013351134849,7.48,11.194969511733015
Jordan,,74,5.33599996566772,0.991012394428253,0.604590058326721,0.418421149253845,0.11980327218771,0.172170460224152,2017,,EMR,Eastern Mediterranean,JOR,Both sexes,1.87,1.25,2.69,1.87 [1.25 – 2.69],10.26013351134849,7.48,11.194969511733015
Jordan,,74,5.33599996566772,0.991012394428253,0.604590058326721,0.418421149253845,0.11980327218771,0.172170460224152,2017,,EMR,Eastern Mediterranean,JOR,Male,2.83,1.89,4.07,2.83 [1.89 – 4.07],10.26013351134849,7.48,11.194969511733015
Hungary,1988.0,75,5.32399988174438,1.2860119342804,0.687763452529907,0.175863519310951,0.0366369374096394,0.0784016624093056,2017,,EUR,Europe,HUN,Female,5.29,4.32,6.38,5.29 [4.32 – 6.38],10.26013351134849,7.48,11.194969511733015
Hungary,1988.0,75,5.32399988174438,1.2860119342804,0.687763452529907,0.175863519310951,0.0366369374096394,0.0784016624093056,2017,,EUR,Europe,HUN,Both sexes,12.62,10.66,14.78,12.62 [10.66 – 14.78],10.26013351134849,7.48,11.194969511733015
Hungary,1988.0,75,5.32399988174438,1.2860119342804,0.687763452529907,0.175863519310951,0.0366369374096394,0.0784016624093056,2017,,EUR,Europe,HUN,Male,21.12,17.99,24.57,21.12 [17.99 – 24.57],10.26013351134849,7.48,11.194969511733015
Jamaica,,76,5.31099987030029,0.925579309463501,0.641022384166718,0.474307239055634,0.0552677810192108,0.233818337321281,2017,,AMR,Americas,JAM,Male,3.46,2.42,4.77,3.46 [2.42 – 4.77],10.26013351134849,7.48,11.194969511733015
Jamaica,,76,5.31099987030029,0.925579309463501,0.641022384166718,0.474307239055634,0.0552677810192108,0.233818337321281,2017,,AMR,Americas,JAM,Female,0.99,0.67,1.4,0.99 [0.67 – 1.4],10.26013351134849,7.48,11.194969511733015
Jamaica,,76,5.31099987030029,0.925579309463501,0.641022384166718,0.474307239055634,0.0552677810192108,0.233818337321281,2017,,AMR,Americas,JAM,Both sexes,2.19,1.52,3.04,2.19 [1.52 – 3.04],10.26013351134849,7.48,11.194969511733015
Croatia,2272.0,77,5.29300022125244,1.22255623340607,0.701288521289825,0.255772292613983,0.0431031100451946,0.248002976179123,2017,,EUR,Europe,HRV,Female,5.02,3.77,6.56,5.02 [3.77 – 6.56],10.26013351134849,7.48,11.194969511733015
Croatia,2272.0,77,5.29300022125244,1.22255623340607,0.701288521289825,0.255772292613983,0.0431031100451946,0.248002976179123,2017,,EUR,Europe,HRV,Both sexes,10.87,8.51,13.69,10.87 [8.51 – 13.69],10.26013351134849,7.48,11.194969511733015
Croatia,2272.0,77,5.29300022125244,1.22255623340607,0.701288521289825,0.255772292613983,0.0431031100451946,0.248002976179123,2017,,EUR,Europe,HRV,Male,17.48,13.84,21.78,17.48 [13.84 – 21.78],10.26013351134849,7.48,11.194969511733015
China,2028.58,79,5.27299976348877,1.08116579055786,0.741415500640869,0.472787708044052,0.0227942746132612,0.0288068410009146,2017,,WPR,Western Pacific,CHN,Female,4.98,4.09,5.94,4.98 [4.09 – 5.94],10.26013351134849,7.48,11.194969511733015
China,2028.58,79,5.27299976348877,1.08116579055786,0.741415500640869,0.472787708044052,0.0227942746132612,0.0288068410009146,2017,,WPR,Western Pacific,CHN,Male,8.9,6.89,11.71,8.9 [6.89 – 11.71],10.26013351134849,7.48,11.194969511733015
China,2028.58,79,5.27299976348877,1.08116579055786,0.741415500640869,0.472787708044052,0.0227942746132612,0.0288068410009146,2017,,WPR,Western Pacific,CHN,Both sexes,6.89,5.45,8.75,6.89 [5.45 – 8.75],10.26013351134849,7.48,11.194969511733015
Pakistan,3108.52,80,5.26900005340576,0.72688353061676,0.402047783136368,0.23521526157856,0.124348066747189,0.315446019172668,2017,,EMR,Eastern Mediterranean,PAK,Female,4.88,3.19,7.23,4.88 [3.19 – 7.23],10.26013351134849,7.48,11.194969511733015
Pakistan,3108.52,80,5.26900005340576,0.72688353061676,0.402047783136368,0.23521526157856,0.124348066747189,0.315446019172668,2017,,EMR,Eastern Mediterranean,PAK,Both sexes,9.98,4.85,18.07,9.98 [4.85 – 18.07],10.26013351134849,7.48,11.194969511733015
Pakistan,3108.52,80,5.26900005340576,0.72688353061676,0.402047783136368,0.23521526157856,0.124348066747189,0.315446019172668,2017,,EMR,Eastern Mediterranean,PAK,Male,14.84,6.42,28.42,14.84 [6.42 – 28.42],10.26013351134849,7.48,11.194969511733015
Indonesia,2521.65,81,5.26200008392334,0.995538592338562,0.492345720529556,0.443323463201523,0.0153171354904771,0.611704587936401,2017,,SEAR,South-East Asia,IDN,Male,3.99,2.81,5.6,3.99 [2.81 – 5.6],10.26013351134849,7.48,11.194969511733015
Indonesia,2521.65,81,5.26200008392334,0.995538592338562,0.492345720529556,0.443323463201523,0.0153171354904771,0.611704587936401,2017,,SEAR,South-East Asia,IDN,Female,1.19,0.92,1.52,1.19 [0.92 – 1.52],10.26013351134849,7.48,11.194969511733015
Indonesia,2521.65,81,5.26200008392334,0.995538592338562,0.492345720529556,0.443323463201523,0.0153171354904771,0.611704587936401,2017,,SEAR,South-East Asia,IDN,Both sexes,2.58,1.85,3.54,2.58 [1.85 – 3.54],10.26013351134849,7.48,11.194969511733015
Venezuela,2895.3,82,5.25,1.12843120098114,0.617144227027893,0.153997123241425,0.0644911229610443,0.0650196298956871,2017,,AMR,Americas,VEN,Male,3.85,2.63,5.4,3.85 [2.63 – 5.4],10.26013351134849,7.48,11.194969511733015
Venezuela,2895.3,82,5.25,1.12843120098114,0.617144227027893,0.153997123241425,0.0644911229610443,0.0650196298956871,2017,,AMR,Americas,VEN,Female,0.76,0.5,1.09,0.76 [0.5 – 1.09],10.26013351134849,7.48,11.194969511733015
Venezuela,2895.3,82,5.25,1.12843120098114,0.617144227027893,0.153997123241425,0.0644911229610443,0.0650196298956871,2017,,AMR,Americas,VEN,Both sexes,2.24,1.52,3.16,2.24 [1.52 – 3.16],10.26013351134849,7.48,11.194969511733015
Montenegro,2481.0,83,5.23699998855591,1.12112903594971,0.667464673519135,0.194989055395126,0.0881741940975189,0.197911024093628,2017,,EUR,Europe,MNE,Female,8.07,5.61,11.19,8.07 [5.61 – 11.19],10.26013351134849,7.48,11.194969511733015
Montenegro,2481.0,83,5.23699998855591,1.12112903594971,0.667464673519135,0.194989055395126,0.0881741940975189,0.197911024093628,2017,,EUR,Europe,MNE,Male,25.35,17.32,36.51,25.35 [17.32 – 36.51],10.26013351134849,7.48,11.194969511733015
Montenegro,2481.0,83,5.23699998855591,1.12112903594971,0.667464673519135,0.194989055395126,0.0881741940975189,0.197911024093628,2017,,EUR,Europe,MNE,Both sexes,16.27,11.18,23.21,16.27 [11.18 – 23.21],10.26013351134849,7.48,11.194969511733015
Morocco,3155.47,84,5.2350001335144,0.878114581108093,0.59771066904068,0.408158332109451,0.0877631828188896,0.0322099551558495,2017,,EMR,Eastern Mediterranean,MAR,Female,4.97,2.48,9.44,4.97 [2.48 – 9.44],10.26013351134849,7.48,11.194969511733015
Morocco,3155.47,84,5.2350001335144,0.878114581108093,0.59771066904068,0.408158332109451,0.0877631828188896,0.0322099551558495,2017,,EMR,Eastern Mediterranean,MAR,Male,9.76,4.44,17.52,9.76 [4.44 – 17.52],10.26013351134849,7.48,11.194969511733015
Morocco,3155.47,84,5.2350001335144,0.878114581108093,0.59771066904068,0.408158332109451,0.0877631828188896,0.0322099551558495,2017,,EMR,Eastern Mediterranean,MAR,Both sexes,7.27,3.43,13.33,7.27 [3.43 – 13.33],10.26013351134849,7.48,11.194969511733015
Azerbaijan,2207.4,85,5.23400020599365,1.15360176563263,0.540775775909424,0.398155838251114,0.180987507104874,0.0452693402767181,2017,,EUR,Europe,AZE,Both sexes,3.91,2.31,6.07,3.91 [2.31 – 6.07],10.26013351134849,7.48,11.194969511733015
Azerbaijan,2207.4,85,5.23400020599365,1.15360176563263,0.540775775909424,0.398155838251114,0.180987507104874,0.0452693402767181,2017,,EUR,Europe,AZE,Male,6.48,3.8,10.0,6.48 [3.8 – 10],10.26013351134849,7.48,11.194969511733015
Azerbaijan,2207.4,85,5.23400020599365,1.15360176563263,0.540775775909424,0.398155838251114,0.180987507104874,0.0452693402767181,2017,,EUR,Europe,AZE,Female,1.53,0.92,2.42,1.53 [0.92 – 2.42],10.26013351134849,7.48,11.194969511733015
Dominican Republic,,86,5.23000001907349,1.07937383651733,0.574873745441437,0.55258983373642,0.113945253193378,0.186967849731445,2017,,AMR,Americas,DOM,Both sexes,6.02,3.61,9.52,6.02 [3.61 – 9.52],10.26013351134849,7.48,11.194969511733015
Dominican Republic,,86,5.23000001907349,1.07937383651733,0.574873745441437,0.55258983373642,0.113945253193378,0.186967849731445,2017,,AMR,Americas,DOM,Male,10.04,6.02,15.92,10.04 [6.02 – 15.92],10.26013351134849,7.48,11.194969511733015
Dominican Republic,,86,5.23000001907349,1.07937383651733,0.574873745441437,0.55258983373642,0.113945253193378,0.186967849731445,2017,,AMR,Americas,DOM,Female,2.17,1.3,3.4,2.17 [1.3 – 3.4],10.26013351134849,7.48,11.194969511733015
Greece,2773.0,87,5.22700023651123,1.28948748111725,0.810198903083801,0.0957312509417534,0.04328977689147,0.0,2017,,EUR,Europe,GRC,Both sexes,3.79,3.02,4.7,3.79 [3.02 – 4.7],10.26013351134849,7.48,11.194969511733015
Greece,2773.0,87,5.22700023651123,1.28948748111725,0.810198903083801,0.0957312509417534,0.04328977689147,0.0,2017,,EUR,Europe,GRC,Male,6.13,4.95,7.54,6.13 [4.95 – 7.54],10.26013351134849,7.48,11.194969511733015
Greece,2773.0,87,5.22700023651123,1.28948748111725,0.810198903083801,0.0957312509417534,0.04328977689147,0.0,2017,,EUR,Europe,GRC,Female,1.53,1.16,1.97,1.53 [1.16 – 1.97],10.26013351134849,7.48,11.194969511733015
Lebanon,,88,5.22499990463257,1.07498753070831,0.735081076622009,0.288515985012054,0.037513829767704,0.264450758695602,2017,,EMR,Eastern Mediterranean,LBN,Male,4.29,2.29,7.77,4.29 [2.29 – 7.77],10.26013351134849,7.48,11.194969511733015
Lebanon,,88,5.22499990463257,1.07498753070831,0.735081076622009,0.288515985012054,0.037513829767704,0.264450758695602,2017,,EMR,Eastern Mediterranean,LBN,Female,1.72,0.97,2.81,1.72 [0.97 – 2.81],10.26013351134849,7.48,11.194969511733015
Lebanon,,88,5.22499990463257,1.07498753070831,0.735081076622009,0.288515985012054,0.037513829767704,0.264450758695602,2017,,EMR,Eastern Mediterranean,LBN,Both sexes,2.99,1.62,5.27,2.99 [1.62 – 5.27],10.26013351134849,7.48,11.194969511733015
Portugal,2770.0,89,5.19500017166138,1.3151752948761,0.795843541622162,0.498465299606323,0.0158694516867399,0.0951027125120163,2017,,EUR,Europe,PRT,Female,3.94,3.07,4.95,3.94 [3.07 – 4.95],10.26013351134849,7.48,11.194969511733015
Portugal,2770.0,89,5.19500017166138,1.3151752948761,0.795843541622162,0.498465299606323,0.0158694516867399,0.0951027125120163,2017,,EUR,Europe,PRT,Both sexes,7.86,6.32,9.68,7.86 [6.32 – 9.68],10.26013351134849,7.48,11.194969511733015
Portugal,2770.0,89,5.19500017166138,1.3151752948761,0.795843541622162,0.498465299606323,0.0158694516867399,0.0951027125120163,2017,,EUR,Europe,PRT,Male,12.43,10.1,15.19,12.43 [10.1 – 15.19],10.26013351134849,7.48,11.194969511733015
Bosnia and Herzegovina,1769.0,90,5.18200016021729,0.982409417629242,0.705186307430267,0.204403176903725,0.0,0.328867495059967,2017,,EUR,Europe,BIH,Female,3.45,2.44,4.75,3.45 [2.44 – 4.75],10.26013351134849,7.48,11.194969511733015
Bosnia and Herzegovina,1769.0,90,5.18200016021729,0.982409417629242,0.705186307430267,0.204403176903725,0.0,0.328867495059967,2017,,EUR,Europe,BIH,Both sexes,8.07,5.22,10.95,8.07 [5.22 – 10.95],10.26013351134849,7.48,11.194969511733015
Bosnia and Herzegovina,1769.0,90,5.18200016021729,0.982409417629242,0.705186307430267,0.204403176903725,0.0,0.328867495059967,2017,,EUR,Europe,BIH,Male,13.1,8.26,17.72,13.1 [8.26 – 17.72],10.26013351134849,7.48,11.194969511733015
Honduras,2259.8,91,5.18100023269653,0.730573117733002,0.582569479942322,0.348079860210419,0.0733454525470734,0.236188873648643,2017,,AMR,Americas,HND,Male,4.63,2.38,9.16,4.63 [2.38 – 9.16],10.26013351134849,7.48,11.194969511733015
Honduras,2259.8,91,5.18100023269653,0.730573117733002,0.582569479942322,0.348079860210419,0.0733454525470734,0.236188873648643,2017,,AMR,Americas,HND,Female,1.02,0.55,1.76,1.02 [0.55 – 1.76],10.26013351134849,7.48,11.194969511733015
Honduras,2259.8,91,5.18100023269653,0.730573117733002,0.582569479942322,0.348079860210419,0.0733454525470734,0.236188873648643,2017,,AMR,Americas,HND,Both sexes,2.71,1.41,5.25,2.71 [1.41 – 5.25],10.26013351134849,7.48,11.194969511733015
Macedonia,,92,5.17500019073486,1.06457793712616,0.644948184490204,0.325905978679657,0.0602777935564518,0.25376096367836,2017,,EUR,Europe,MKD,Female,3.54,2.45,4.96,3.54 [2.45 – 4.96],10.26013351134849,7.48,11.194969511733015
Macedonia,,92,5.17500019073486,1.06457793712616,0.644948184490204,0.325905978679657,0.0602777935564518,0.25376096367836,2017,,EUR,Europe,MKD,Both sexes,7.23,4.99,10.14,7.23 [4.99 – 10.14],10.26013351134849,7.48,11.194969511733015
Macedonia,,92,5.17500019073486,1.06457793712616,0.644948184490204,0.325905978679657,0.0602777935564518,0.25376096367836,2017,,EUR,Europe,MKD,Male,11.14,7.65,15.6,11.14 [7.65 – 15.6],10.26013351134849,7.48,11.194969511733015
